,time,total_voltage,total_current,soc,temp_max,temp_min,motor_voltage,motor_current,mileage,
71,20181110061142,527,129,94,22,17,526,134,,
72,20181110061152,533.2,3,94,22,17,529,72,,
73,20181110061202,540.5,-130,94,22,17,542,-150,,
74,20181110061212,530,80,94,22,17,529,66,,
75,20181110061222,532.6,75,94,22,17,532,43,,
76,20181110061232,525,168,94,22,17,524,165,,
77,20181110061242,533.3,67,93,22,17,530,72,,
78,20181110061252,530.9,17,93,22,17,529,60,,
79,20181110061302,528.4,94,93,22,17,531,23,,
80,20181110061312,533.8,6,93,22,17,536,-61,,
81,20181110061322,527.9,101,92,22,17,531,35,,
82,20181110061332,533.3,40,92,22,17,532,47,,
83,20181110061342,536.2,-32,92,22,17,537,-31,,
84,20181110061352,529.6,88,92,22,17,529,71,,
85,20181110061402,530.9,66,92,22,17,534,-14,,
86,20181110061412,538.8,-60,92,22,17,539,-70,,
87,20181110061422,534.2,25,92,22,17,534,0,,
88,20181110061432,522,245,92,22,17,519,243,,
89,20181110061442,530.1,64,92,22,17,533,-11,,
90,20181110061452,531.7,20,92,22,17,533,-14,,
91,20181110061502,534.3,13,92,22,17,534,-5,,
92,20181110061512,532.9,34,92,22,17,531,31,,
93,20181110061522,536.9,-16,92,22,17,537,-34,,
94,20181110061532,532.8,48,92,22,17,532,38,,
95,20181110061542,536.7,-52,92,22,17,538,-72,,
96,20181110061552,534.6,18,92,22,17,535,0,,
97,20181110061602,534.4,20,92,22,17,534,0,,
98,20181110061612,534.5,20,92,22,17,535,0,,
99,20181110061622,534.6,20,92,22,17,535,0,,
100,20181110061632,533.6,42,92,22,17,533,36,,
101,20181110061642,530.6,76,92,22,17,527,125,,
102,20181110061652,534,17,92,22,17,534,-1,,
103,20181110061702,533.7,24,92,22,17,534,0,,
104,20181110061712,532.7,37,92,22,17,533,21,,
105,20181110061722,534.1,19,92,22,17,534,0,,
106,20181110061732,532.8,11,91,22,17,533,-9,,
107,20181110061742,532.6,37,91,22,17,531,59,,
108,20181110061752,532.1,60,91,22,17,532,24,,
109,20181110061802,533.6,17,91,22,17,534,-1,,
110,20181110061812,532.2,51,91,22,17,532,34,,
111,20181110061822,532.4,44,91,22,17,534,-3,,
112,20181110061832,534.2,16,91,22,17,538,-84,,
113,20181110061842,535.5,10,91,22,17,535,-4,,
114,20181110061852,534.7,20,91,22,17,535,0,,
115,20181110061902,534,32,91,22,17,534,10,,
116,20181110061912,531.3,63,91,22,17,531,60,,
117,20181110061922,531.6,46,90,22,17,531,45,,
118,20181110061932,533.9,14,90,22,17,531,40,,
119,20181110061942,534.2,14,90,22,17,534,-4,,
120,20181110061952,532.4,54,90,22,17,534,5,,
121,20181110062002,534,18,90,22,17,534,0,,
122,20181110062012,534.6,20,90,22,17,535,0,,
123,20181110062022,534.4,19,90,22,17,535,0,,
124,20181110062032,534.1,20,90,22,17,534,0,,
125,20181110062042,533.5,46,90,22,17,530,62,,
126,20181110062052,530.5,83,90,22,17,531,44,,
127,20181110062102,531.8,48,90,22,17,532,20,,
128,20181110062112,534.1,54,90,22,17,532,49,,
129,20181110062122,532,39,90,22,17,532,19,,
130,20181110062132,531.9,53,90,22,17,532,27,,
131,20181110062142,534.7,0,90,22,17,532,34,,
132,20181110062152,533.4,26,90,22,17,534,15,,
133,20181110062202,531.6,81,90,22,17,530,83,,
134,20181110062212,533.8,32,89,22,17,533,30,,
135,20181110062222,532.7,41,89,22,17,533,29,,
136,20181110062232,532.6,54,89,22,17,534,1,,
137,20181110062242,535.6,1,89,22,17,541,-98,,
138,20181110062252,528.9,55,89,22,17,530,75,,
139,20181110062302,534.5,0,89,22,17,533,23,,
140,20181110062312,539.8,-89,89,22,17,541,-92,,
141,20181110062322,536,10,89,22,17,536,0,,
142,20181110062332,535.9,10,89,22,17,536,0,,
143,20181110062342,530.5,81,89,22,17,532,39,,
144,20181110062352,532.1,51,89,22,17,532,42,,
145,20181110062402,533.4,30,89,22,17,534,13,,
146,20181110062412,535.5,3,89,22,17,541,-98,,
147,20181110062422,536.1,10,89,22,17,536,0,,
148,20181110062432,535.9,10,89,22,17,536,0,,
149,20181110062442,535.9,10,89,22,17,536,0,,
150,20181110062452,535.9,12,89,22,17,536,0,,
151,20181110062502,530,109,89,22,17,529,100,,
152,20181110062512,532.5,37,89,22,17,534,-6,,
153,20181110062522,534.7,9,89,22,17,535,-6,,
154,20181110062532,531.8,70,89,22,17,531,45,,
155,20181110062542,534.4,3,88,22,17,535,-10,,
156,20181110062552,538.1,-30,88,22,17,537,-34,,
157,20181110062602,526.9,174,88,22,17,524,196,,
158,20181110062612,531.8,36,88,22,17,534,-15,,
159,20181110062622,532.3,19,88,22,17,534,-11,,
160,20181110062632,527.1,102,88,22,17,533,-13,,
161,20181110062642,531.3,79,88,22,17,531,45,,
162,20181110062652,531.2,76,88,22,17,531,64,,
163,20181110062702,533.9,14,88,22,17,532,28,,
164,20181110062712,533.5,19,88,22,17,534,-1,,
165,20181110062722,527.4,104,88,22,17,526,124,,
166,20181110062732,538.9,-58,88,22,17,538,-64,,
167,20181110062742,534.1,23,88,22,17,535,0,,
168,20181110062752,527.3,124,88,22,17,528,80,,
169,20181110062802,526,194,88,22,17,522,215,,
170,20181110062812,531,43,87,22,17,531,29,,
171,20181110062822,531.4,47,87,22,17,532,24,,
172,20181110062832,532.8,4,87,22,17,534,-12,,
173,20181110062842,531.5,60,87,22,17,532,26,,
174,20181110062852,531.4,50,87,22,17,531,30,,
175,20181110062902,534,6,87,22,17,534,-12,,
176,20181110062912,534.1,17,87,22,17,534,-2,,
177,20181110062922,535.7,0,87,22,16,535,-4,,
178,20181110062932,530.2,80,87,22,17,530,40,,
179,20181110062942,531.1,54,87,22,17,532,18,,
180,20181110062952,534.7,15,87,22,17,535,-1,,
181,20181110063002,535,11,87,22,16,535,0,,
182,20181110063012,535.2,10,87,22,16,535,0,,
183,20181110063022,535.4,11,87,22,16,536,0,,
184,20181110063032,532,85,87,22,16,530,105,,
185,20181110063042,530,77,87,22,16,530,79,,
186,20181110063052,537,-8,87,22,16,537,-10,,
187,20181110063102,529.7,81,87,22,16,529,94,,
188,20181110063112,531.7,39,86,22,16,532,32,,
189,20181110063122,534.2,-2,86,22,16,535,-13,,
190,20181110063132,536.3,4,86,22,16,536,-1,,
191,20181110063142,528.2,111,86,22,16,528,104,,
192,20181110063152,533.8,-5,86,22,17,532,43,,
193,20181110063202,532,34,86,22,16,533,16,,
194,20181110063212,535.4,-3,86,22,16,536,-9,,
195,20181110063222,537.4,-49,86,22,16,540,-85,,
196,20181110063232,530.8,60,86,22,16,529,67,,
197,20181110063242,532.8,25,86,22,16,532,29,,
198,20181110063252,530.8,66,86,22,16,530,62,,
199,20181110063302,532.5,32,86,22,16,535,-10,,
200,20181110063312,532.4,47,86,22,16,534,0,,
201,20181110063322,536.4,1,86,22,16,536,-13,,
202,20181110063332,535.1,16,86,22,16,535,0,,
203,20181110063342,527.8,129,86,22,16,529,90,,
204,20181110063352,529.6,69,85,22,16,530,45,,
205,20181110063402,531.5,38,85,22,16,531,30,,
206,20181110063412,530.9,53,85,22,16,531,44,,
207,20181110063422,540.5,-86,85,22,16,541,-98,,
208,20181110063432,535,18,85,22,16,535,0,,
209,20181110063442,534.8,18,85,22,16,535,0,,
210,20181110063452,532.3,73,85,22,16,530,89,,
211,20181110063502,527.2,134,85,22,16,526,123,,
212,20181110063512,531.2,41,85,22,16,531,26,,
213,20181110063522,531.3,47,85,22,16,532,28,,
214,20181110063532,531.8,41,85,22,16,532,27,,
215,20181110063542,533.6,3,85,22,16,534,-10,,
216,20181110063552,540.5,-87,85,22,16,541,-100,,
217,20181110063602,530.8,55,85,22,16,534,-13,,
218,20181110063612,531.9,40,85,22,16,532,17,,
219,20181110063622,531.7,50,85,22,16,532,31,,
220,20181110063632,533.9,8,85,22,16,534,-11,,
221,20181110063642,533.6,10,84,22,16,538,-80,,
222,20181110063652,526.8,120,84,22,16,528,89,,
223,20181110063702,533.4,7,84,22,16,534,-13,,
224,20181110063712,532.8,5,84,22,16,533,-11,,
225,20181110063722,538.4,-49,84,22,16,538,-58,,
226,20181110063732,534.7,22,84,22,16,535,0,,
227,20181110063742,534.8,23,84,22,16,535,0,,
228,20181110063752,534.9,12,84,22,16,535,0,,
229,20181110063802,535.7,0,84,22,16,535,0,,
230,20181110065402,538.3,2,84,22,16,538,0,,
231,20181110065412,533.8,66,84,22,16,533,73,,
232,20181110065422,534.3,39,84,22,16,534,30,,
233,20181110065432,533.6,47,84,22,16,533,35,,
234,20181110065442,541.7,-88,84,22,16,538,-7,,
235,20181110065452,531.2,77,84,22,16,531,55,,
236,20181110065502,533.8,27,84,22,16,535,2,,
237,20181110065512,534.3,32,84,22,16,534,16,,
238,20181110065522,534.4,14,84,22,16,536,-9,,
239,20181110065532,536.9,13,84,22,16,536,11,,
240,20181110065542,531.1,59,84,22,16,532,37,,
241,20181110065552,533.2,32,84,22,16,535,-5,,
242,20181110065602,534.8,7,84,22,16,535,-6,,
243,20181110065612,535.1,17,84,22,16,535,0,,
244,20181110065622,535,17,84,22,16,535,-2,,
245,20181110065632,534.9,19,84,22,16,535,0,,
246,20181110065642,534.4,22,84,22,16,534,0,,
247,20181110065652,534.3,34,84,22,16,534,0,,
248,20181110065702,534.2,26,83,22,16,535,0,,
249,20181110065712,534.3,25,83,22,16,534,0,,
250,20181110065722,534.7,18,83,22,16,535,0,,
251,20181110065732,534.8,19,83,22,16,535,0,,
252,20181110065742,534.8,19,83,22,16,535,0,,
253,20181110065752,534.8,19,83,22,16,535,0,,
254,20181110065802,534.8,19,83,22,16,535,0,,
255,20181110065812,534.8,19,83,22,16,535,0,,
256,20181110065822,534.8,19,83,22,16,535,0,,
257,20181110065832,534.8,19,83,22,16,535,0,,
258,20181110065842,535.9,2,83,22,16,536,0,,
259,20181110065852,536.5,0,83,22,16,537,0,,
260,20181110065902,536.8,0,83,22,16,537,0,,
261,20181110065912,537,0,83,22,16,537,0,,
262,20181110065922,537.1,0,83,22,16,537,0,,
263,20181110065932,537.2,0,83,22,16,537,0,,
264,20181110065942,537.3,0,83,22,16,538,0,,
265,20181110065952,537.4,0,83,22,16,538,0,,
266,20181110070002,537.5,0,83,22,16,538,0,,
267,20181110070012,537.5,0,83,22,16,538,0,,
268,20181110070022,537.6,0,83,22,16,538,0,,
269,20181110070032,537.7,0,83,22,16,538,0,,
270,20181110070042,537.7,0,83,22,16,538,0,,
271,20181110070052,537.7,0,83,22,16,537,0,,
272,20181110071802,538.5,1,83,21,15,539,0,,
273,20181110071812,537.5,21,83,21,15,537,20,,
274,20181110071822,538.1,1,83,21,15,538,0,,
275,20181110071832,528.8,131,83,21,15,528,133,,
276,20181110071842,537.2,0,83,21,15,537,0,,
277,20181110071852,536.4,17,83,21,15,537,13,,
278,20181110071902,537.3,0,83,21,15,537,2,,
279,20181110071912,535.6,25,83,21,15,535,18,,
280,20181110071922,533.2,54,83,21,15,534,20,,
281,20181110071932,534.5,31,83,21,15,534,14,,
282,20181110071942,534.2,17,83,21,15,534,10,,
283,20181110071952,533.5,31,83,21,15,534,12,,
284,20181110072002,534.6,6,83,21,15,535,-7,,
285,20181110072012,527.3,131,83,21,15,526,129,,
286,20181110072022,531.6,26,83,21,15,532,31,,
287,20181110072032,531.8,41,83,21,15,532,24,,
288,20181110072042,533.9,10,83,21,15,534,-11,,
289,20181110072052,532.4,12,82,21,15,533,-5,,
290,20181110072102,531.5,35,82,21,15,531,23,,
291,20181110072112,530.6,48,82,21,15,530,31,,
292,20181110072122,530.4,50,82,21,15,530,36,,
293,20181110072132,530.7,41,82,21,15,531,27,,
294,20181110072142,530.3,49,82,21,15,530,35,,
295,20181110072152,530.7,47,82,21,15,530,31,,
296,20181110072202,529.1,68,82,21,15,529,49,,
297,20181110072212,529.6,53,82,21,15,529,40,,
298,20181110072222,528.9,63,82,21,15,529,47,,
299,20181110072232,530,42,82,21,15,530,29,,
300,20181110072242,530,45,82,21,15,530,28,,
301,20181110072252,537.6,-88,82,21,15,539,-107,,
302,20181110072302,528.3,58,81,21,15,528,44,,
303,20181110072312,529.1,56,81,21,15,529,37,,
304,20181110072322,529.9,41,81,21,15,530,26,,
305,20181110072332,534.7,-68,81,21,15,535,-31,,
306,20181110072342,529.7,61,81,21,15,529,39,,
307,20181110072352,530.7,16,81,21,15,532,-10,,
308,20181110072402,531.4,2,81,21,15,531,11,,
309,20181110072412,530.8,35,81,21,15,531,22,,
310,20181110072422,535.7,-56,81,21,15,533,-13,,
311,20181110072432,535.9,-69,81,21,15,535,-28,,
312,20181110072442,531.2,7,81,21,15,528,57,,
313,20181110072452,530.3,62,81,21,15,526,98,,
314,20181110072502,529.6,47,81,21,15,529,39,,
315,20181110072512,530.8,34,81,21,15,529,42,,
316,20181110072522,529,43,80,21,15,528,45,,
317,20181110072532,529.7,44,80,21,15,529,29,,
318,20181110072542,531.7,13,80,21,15,531,14,,
319,20181110072552,534,10,80,21,15,533,-8,,
320,20181110072602,531.7,44,80,21,15,531,6,,
321,20181110072612,529.8,11,80,21,15,534,-84,,
322,20181110072622,519.6,192,80,21,15,525,39,,
323,20181110072632,527.8,51,80,21,15,528,39,,
324,20181110072642,530.9,5,80,21,15,531,-10,,
325,20181110072652,531.7,22,80,21,15,530,24,,
326,20181110072702,525.6,72,80,21,15,528,25,,
327,20181110072712,527.9,50,80,21,15,531,-12,,
328,20181110072722,529.7,38,80,21,15,531,-4,,
329,20181110072732,528.2,94,79,21,15,526,101,,
330,20181110072742,532.5,20,79,21,15,533,0,,
331,20181110072752,522.8,174,79,21,15,521,166,,
332,20181110072802,526.4,57,79,21,15,528,30,,
333,20181110072812,536.4,-99,79,21,15,539,-132,,
334,20181110072822,532.5,20,79,21,15,533,0,,
335,20181110072832,528.5,83,79,21,15,526,90,,
336,20181110072842,528,67,79,21,15,527,50,,
337,20181110072852,527.2,68,79,21,15,527,49,,
338,20181110072902,529,42,79,21,15,531,-10,,
339,20181110072912,527.5,61,79,21,15,529,24,,
340,20181110072922,526.9,91,79,21,15,526,68,,
341,20181110072932,533.6,12,79,21,15,533,-4,,
342,20181110072942,532.5,19,79,21,15,533,0,,
343,20181110072952,524.1,164,79,21,15,521,175,,
344,20181110073002,529.4,9,78,21,15,530,-11,,
345,20181110073012,536.7,-58,78,21,15,536,-54,,
346,20181110073022,534.2,-23,78,21,15,535,-37,,
347,20181110073032,530.9,28,78,21,15,531,0,,
348,20181110073042,516.7,237,78,21,15,522,114,,
349,20181110073052,531.4,-5,78,21,15,532,-10,,
350,20181110073102,537.9,-62,78,21,15,538,-63,,
351,20181110073112,533.7,10,78,21,15,534,0,,
352,20181110073122,533.7,9,78,21,15,534,0,,
353,20181110073132,533.8,9,78,21,15,534,0,,
354,20181110073142,533.9,9,78,21,15,534,0,,
355,20181110073152,532.4,20,78,21,15,533,9,,
356,20181110073202,537.8,-70,78,21,15,523,180,,
357,20181110073212,534.3,9,78,21,15,533,23,,
358,20181110073222,538,-98,78,21,15,535,-20,,
359,20181110073232,533.9,9,78,21,15,534,0,,
360,20181110073242,533.9,9,78,21,15,534,0,,
361,20181110073252,519.3,221,78,21,15,518,233,,
362,20181110073302,529.1,38,78,21,15,529,30,,
363,20181110073312,528.6,26,78,21,15,531,-2,,
364,20181110073322,531.8,5,78,21,15,532,-8,,
365,20181110073332,535.6,-8,78,21,15,535,-17,,
366,20181110073342,532.7,22,78,21,15,533,0,,
367,20181110073352,532.4,29,78,21,15,533,0,,
368,20181110073402,532.7,16,78,21,15,533,0,,
369,20181110073412,532.9,16,78,21,15,533,0,,
370,20181110073422,533,16,78,21,15,533,0,,
371,20181110073432,533,16,77,21,15,533,0,,
372,20181110073442,533,17,77,21,15,533,0,,
373,20181110073452,532.9,17,77,21,15,533,0,,
374,20181110073502,532.9,18,77,21,15,533,0,,
375,20181110073512,522.9,192,77,21,15,520,197,,
376,20181110073522,536.8,-64,77,21,15,537,-80,,
377,20181110073532,528.4,82,77,21,15,528,64,,
378,20181110073542,532.1,18,77,21,15,532,0,,
379,20181110073552,524.9,136,77,21,15,521,167,,
380,20181110073602,534.5,-124,76,21,15,537,-142,,
381,20181110073612,530.1,8,76,21,15,525,80,,
382,20181110073622,531,4,76,21,15,534,-71,,
383,20181110073632,537.2,-77,76,21,15,533,-17,,
384,20181110073642,535.1,-22,76,21,15,533,0,,
385,20181110073652,532.3,19,76,21,15,532,0,,
386,20181110073702,532.2,19,76,21,15,532,0,,
387,20181110073712,529.6,63,76,21,15,529,45,,
388,20181110073722,531.8,19,76,21,15,532,0,,
389,20181110073732,532.3,13,76,21,15,533,0,,
390,20181110073742,519.9,137,76,21,15,524,56,,
391,20181110073752,530.2,17,76,21,15,529,29,,
392,20181110073802,531.8,-2,76,21,15,532,-11,,
393,20181110073812,533.3,9,76,21,15,533,0,,
394,20181110073822,533.2,10,76,21,15,533,0,,
395,20181110073832,533.2,10,76,21,15,533,0,,
396,20181110073842,530.3,64,76,21,15,530,58,,
397,20181110073852,529.1,9,76,21,15,527,55,,
398,20181110073902,527.4,52,76,21,15,531,-9,,
399,20181110073912,528.2,58,76,21,15,528,54,,
400,20181110073922,534.9,-43,76,21,15,534,-14,,
401,20181110073932,533.9,9,76,21,15,534,0,,
402,20181110073942,533.3,10,76,21,15,533,0,,
403,20181110073952,532.3,23,76,21,15,531,28,,
404,20181110074002,527.3,57,76,21,15,527,48,,
405,20181110074012,528.1,92,76,21,15,527,95,,
406,20181110074022,528.8,33,76,21,15,529,30,,
407,20181110074032,528.8,40,76,21,15,529,36,,
408,20181110074042,529.1,39,75,21,15,529,29,,
409,20181110074052,529.4,11,75,21,15,531,-4,,
410,20181110074102,532.4,5,75,21,15,535,-58,,
411,20181110074112,528.6,18,75,21,15,531,-12,,
412,20181110074122,536.4,-57,75,21,15,537,-71,,
413,20181110074132,532,17,75,21,15,532,0,,
414,20181110074142,520.8,183,75,21,15,519,181,,
415,20181110074152,530,4,75,21,15,530,-12,,
416,20181110074202,533.7,-8,75,21,15,533,-23,,
417,20181110074212,531.6,18,75,21,15,532,0,,
418,20181110074222,531.5,18,75,21,15,532,0,,
419,20181110074232,533.6,-8,75,21,15,530,32,,
420,20181110074242,530.4,7,74,21,15,531,-9,,
421,20181110074252,533.2,8,74,21,15,525,121,,
422,20181110074302,530.7,30,74,21,15,531,0,,
423,20181110074312,526.1,63,74,21,15,529,4,,
424,20181110074322,529.3,17,74,21,15,529,-12,,
425,20181110074332,526.4,53,74,21,15,527,29,,
426,20181110074342,532.1,7,74,21,15,532,-12,,
427,20181110074352,530.8,19,74,21,15,531,0,,
428,20181110074402,531.6,10,74,21,15,532,0,,
429,20181110074412,531.8,11,74,21,15,532,0,,
430,20181110074422,523.3,118,74,21,15,525,84,,
431,20181110074432,531.5,9,74,21,15,532,0,,
432,20181110074442,528.1,72,74,21,15,526,69,,
433,20181110074452,535.1,-45,74,21,15,535,-43,,
434,20181110074502,531.9,10,74,21,15,532,0,,
435,20181110074512,529,56,74,21,15,529,41,,
436,20181110074522,528.1,65,74,21,15,530,7,,
437,20181110074532,528.8,35,74,21,15,528,39,,
438,20181110074542,529,25,74,21,15,531,-1,,
439,20181110074552,537.5,-102,74,21,15,538,-104,,
440,20181110074602,523.2,165,74,21,15,521,173,,
441,20181110074612,521.3,179,74,21,15,521,158,,
442,20181110074622,530.5,-4,74,21,15,531,-5,,
443,20181110074632,534.9,-29,74,21,15,532,17,,
444,20181110074642,527.3,98,74,21,15,526,101,,
445,20181110074652,529.6,29,74,21,15,529,23,,
446,20181110074702,526.5,72,74,21,15,525,82,,
447,20181110074712,536.5,-117,74,21,15,538,-120,,
448,20181110074722,532.1,10,74,21,15,532,0,,
449,20181110074732,531.9,10,74,21,15,532,0,,
450,20181110074742,531,28,74,21,15,529,43,,
451,20181110074752,526.8,62,73,21,15,528,25,,
452,20181110074802,525.5,78,73,21,15,529,5,,
453,20181110074812,527.9,32,73,21,15,528,23,,
454,20181110074822,537.1,-98,73,21,15,538,-109,,
455,20181110074832,534.7,-79,73,21,15,536,-90,,
456,20181110074842,532.7,-20,73,21,15,532,-24,,
457,20181110074852,527,60,73,21,15,528,19,,
458,20181110074902,528.7,27,73,21,15,529,0,,
459,20181110074912,530.4,17,73,21,15,530,0,,
460,20181110074922,530.1,21,73,21,15,529,9,,
461,20181110074932,530.5,17,73,21,15,531,0,,
462,20181110074942,530.5,17,72,21,15,531,0,,
463,20181110074952,530.2,23,72,21,15,530,10,,
464,20181110075002,530.3,18,72,21,15,530,0,,
465,20181110075012,530.5,19,72,21,15,530,0,,
466,20181110075022,530.1,26,72,21,15,530,0,,
467,20181110075032,530,21,72,21,15,530,0,,
468,20181110075042,529.8,34,72,21,15,530,0,,
469,20181110075052,530.3,18,72,21,15,530,0,,
470,20181110075102,530.4,19,72,21,15,530,0,,
471,20181110075112,531,10,72,21,15,531,0,,
472,20181110075122,531.3,9,72,21,15,531,0,,
473,20181110075132,531.4,10,72,21,15,532,0,,
474,20181110075142,531.5,10,72,21,15,532,0,,
475,20181110075152,531.6,10,72,21,15,532,0,,
476,20181110075202,531.7,10,72,21,15,532,0,,
477,20181110075212,531.8,9,72,21,15,532,0,,
478,20181110075222,531.8,9,72,21,15,532,0,,
479,20181110075232,531.9,9,72,21,15,532,0,,
480,20181110075242,532,9,72,21,15,532,0,,
481,20181110075252,532,9,72,21,15,532,0,,
482,20181110075302,532,9,72,21,15,532,0,,
483,20181110075312,532,9,72,21,15,532,0,,
484,20181110075322,532.1,9,72,21,15,532,0,,
485,20181110075332,532.1,9,72,21,15,532,0,,
486,20181110075342,532.1,9,72,21,15,532,0,,
487,20181110075352,532.1,9,72,21,15,532,0,,
488,20181110075402,532.1,9,72,21,15,532,0,,
489,20181110075412,532.2,9,72,21,15,532,0,,
490,20181110075422,532.2,9,72,21,15,532,0,,
491,20181110075432,532.2,9,72,21,15,532,0,,
492,20181110075442,532.2,9,72,21,15,532,0,,
493,20181110075452,532.2,9,72,21,15,532,0,,
494,20181110075502,532.2,9,72,21,15,532,0,,
495,20181110075512,532.2,9,72,21,15,532,0,,
496,20181110075522,532.2,9,72,21,15,532,0,,
497,20181110075532,532.2,10,72,21,15,532,0,,
498,20181110075542,531.9,12,72,21,15,532,0,,
499,20181110075552,531.6,15,72,21,15,532,0,,
500,20181110075602,531.4,16,72,21,15,532,0,,
501,20181110075612,531.4,16,72,21,15,531,0,,
502,20181110075622,531.3,16,72,21,15,531,0,,
503,20181110075632,531.2,16,72,21,15,531,0,,
504,20181110075642,531.2,16,72,21,15,531,0,,
505,20181110075652,531.1,16,72,21,15,531,0,,
506,20181110075702,531,17,72,21,15,531,0,,
507,20181110075712,531,16,72,21,15,531,0,,
508,20181110075722,531,17,72,21,15,531,0,,
509,20181110075732,530.9,17,72,21,15,531,0,,
510,20181110075742,530.9,17,72,21,15,531,0,,
511,20181110075752,530.8,17,72,21,15,531,0,,
512,20181110075802,531.3,10,72,21,15,531,0,,
513,20181110075812,531.6,8,72,21,15,532,0,,
514,20181110075822,526.9,77,72,21,15,528,44,,
515,20181110075832,530.9,8,72,21,15,531,0,,
516,20181110075842,528.3,61,72,21,15,528,48,,
517,20181110075852,528.8,38,72,21,15,529,25,,
518,20181110075902,528.7,36,72,21,15,529,26,,
519,20181110075912,530.1,20,72,21,15,529,21,,
520,20181110075922,530.3,8,71,21,15,531,0,,
521,20181110075932,530.5,9,71,21,15,535,-75,,
522,20181110075942,531.4,10,71,21,15,531,0,,
523,20181110075952,524.9,110,71,21,15,524,107,,
524,20181110080002,531.9,4,71,21,15,531,0,,
525,20181110080012,520.4,156,71,21,15,526,37,,
526,20181110080022,526.3,72,71,21,15,528,28,,
527,20181110080032,533.1,-40,71,21,15,535,-60,,
528,20181110080042,533.3,-7,71,21,15,529,31,,
529,20181110080052,527.3,38,71,21,15,529,0,,
530,20181110080102,526.5,57,71,21,15,526,46,,
531,20181110080112,533.2,-70,71,21,15,537,-100,,
